City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,bara,10.3744,10.7288,19.11,24,93,2.94,NG,1674365113
277,alta floresta,-9.8756,-56.0861,21.74,98,100,1.22,BR,1674364920
278,pacifica,37.6138,-122.4869,10.78,82,40,4.12,US,1674365380
279,dubti,11.7361,41.0853,21.31,69,8,5.55,ET,1674365380
280,kinshasa,-4.3246,15.3215,22.04,91,100,0.83,CD,1674365115
281,namatanai,-3.6667,152.4333,29.3,68,100,2.02,PG,1674365381
282,olinda,-8.0089,-34.8553,26.85,74,40,2.06,BR,1674365187
283,petropavlovka,50.6114,105.3196,-28.07,62,98,2.91,RU,1674364834
284,borodino,55.9106,94.8983,-35.18,89,51,1.21,RU,1674365381
285,naze,28.3667,129.4833,16.51,72,100,7.8,JP,1674364782
286,kuntaur,13.6667,-14.8833,18.17,46,41,2.91,GM,1674365381
287,esna,25.2934,32.554,9.01,40,0,3.45,EG,1674365382
288,havoysund,70.9963,24.6622,1.13,97,100,9.6,NO,1674365382
289,margate,51.3813,1.3862,4.83,73,16,2.24,GB,1674365382
290,biscarrosse,44.3945,-1.1672,1.32,79,6,3.67,FR,1674365383
291,riyadh,24.6877,46.7219,11.08,49,36,3.84,SA,1674365383
292,itarema,-2.9248,-39.9167,24.75,86,71,3.52,BR,1674364849
293,santa maria do suacui,-18.1903,-42.4142,19.72,96,99,0.56,BR,1674365384
294,manadhoo,5.7667,73.3833,26.59,70,86,6.26,MV,1674365384
295,lagoa,39.05,-27.9833,14.98,80,4,9.73,PT,1674365245
296,nhulunbuy,-12.2333,136.7667,27.34,94,75,4.63,AU,1674364800
297,hamilton,39.1834,-84.5333,-0.07,85,75,3.6,US,1674365381
298,mandalgovi,45.7625,106.2708,-21.14,77,100,9.36,MN,1674365385
299,fayaoue,-20.65,166.5333,26.68,87,100,9.98,NC,1674365385
300,clyde river,70.4692,-68.5914,-31.87,75,100,5.66,CA,1674365385
301,xai-xai,-25.0519,33.6442,27.2,72,14,2.16,MZ,1674365386
302,chistogorskiy,53.9835,87.3843,-28.35,91,54,1.19,RU,1674365386
303,tabou,4.423,-7.3528,25.7,86,100,3.45,CI,1674364855
304,inhuma,-6.6683,-41.7078,23.39,74,88,1.02,BR,1674365386
305,big spring,32.2504,-101.4787,4.25,49,0,5.14,US,1674365387
306,pavilosta,56.8879,21.1859,-3.05,79,6,6.25,LV,1674365387
307,mitsamiouli,-11.3847,43.2844,26.02,87,100,8.39,KM,1674364886
308,finnsnes,69.2296,17.9811,6.34,91,100,5.37,NO,1674365387
309,zhoucheng,35.9122,116.3117,7.91,47,98,2.36,CN,1674365388
310,pisco,-13.7,-76.2167,22.03,83,100,0.0,PE,1674364857
311,sydney,-33.8679,151.2073,20.76,85,75,2.57,AU,1674364604
312,beisfjord,68.3751,17.5988,4.03,90,100,2.82,NO,1674365388
313,talnakh,69.4865,88.3972,-19.33,65,100,6.38,RU,1674364861
314,ugoofaaru,5.6667,73.0,26.56,71,89,6.68,MV,1674365389
315,norman wells,65.282,-126.8329,-18.98,78,100,2.57,CA,1674364851
316,sars,56.5502,57.1366,-12.45,82,100,4.01,RU,1674365389
317,monroe,43.1501,-77.6831,0.83,87,100,0.0,US,1674365291
318,basco,20.4487,121.9702,24.18,77,95,8.74,PH,1674365390
319,bronnoysund,65.4625,12.1997,6.0,39,100,3.13,NO,1674365390
320,kirakira,-10.4544,161.9205,28.59,76,100,1.76,SB,1674364808
321,anadyr,64.75,177.4833,-28.72,75,0,4.0,RU,1674364954
322,yanam,16.7333,82.2167,27.53,57,94,2.88,IN,1674364950
323,vestmanna,62.1564,-7.1664,6.51,100,100,5.14,FO,1674365391
324,mashhad,36.297,59.6062,-2.92,80,40,0.0,IR,1674365391
325,makrana,27.05,74.7167,17.12,47,55,4.71,IN,1674365391
326,iqaluit,63.7506,-68.5145,-12.15,84,100,2.57,CA,1674364829
327,mnogovershinnyy,53.9353,139.9242,-24.68,81,100,2.99,RU,1674365392
328,orapa,-21.2833,25.3667,22.93,63,3,2.28,BW,1674365392
329,chumikan,54.7183,135.315,-27.06,80,25,8.0,RU,1674365383
330,boguchany,58.3814,97.4531,-33.56,92,50,1.18,RU,1674365393
331,bizhbulyak,53.6967,54.2642,-17.73,80,99,1.5,RU,1674365393
332,ishigaki,24.3448,124.1572,24.07,73,75,6.69,JP,1674365393
333,paamiut,61.994,-49.6678,-8.51,82,100,8.98,GL,1674364886
334,acarau,-2.8856,-40.12,24.77,86,69,3.73,BR,1674364851
335,muli,2.9167,73.5667,27.09,76,81,7.8,MV,1674365394
336,madimba,-10.4,40.3333,23.62,94,75,5.14,TZ,1674365238
337,ormara,25.2088,64.6357,16.39,32,0,8.34,PK,1674365395
338,samarai,-10.6167,150.6667,28.24,75,98,1.74,PG,1674365395
339,trinidad,-14.8333,-64.9,22.72,85,13,1.83,BO,1674365396
340,bongandanga,1.5,21.05,19.85,94,100,1.33,CD,1674365396
341,madawaska,47.3561,-68.3288,-21.89,84,94,0.51,US,1674365396
342,diplo,24.4667,69.584,18.73,32,0,5.74,PK,1674365397
343,tautira,-17.7333,-149.15,26.12,71,100,0.79,PF,1674365397
344,tazmalt,36.3868,4.3989,2.41,94,89,2.23,DZ,1674365397
345,sorland,67.667,12.6934,5.92,93,100,18.37,NO,1674365397
346,asyut,27.181,31.1837,7.1,73,0,2.46,EG,1674365398
347,senanga,-16.1167,23.2667,18.23,98,100,3.14,ZM,1674365398
348,pangai,-19.8,-174.35,28.28,72,6,6.02,TO,1674365398
349,port hardy,50.6996,-127.4199,3.1,93,75,3.09,CA,1674364960
350,hami,42.8,93.45,-7.89,30,1,4.81,CN,1674365399
351,johnstown,40.3267,-78.922,-0.08,75,0,1.54,US,1674364866
352,simao,22.7886,100.9748,22.24,21,6,2.28,CN,1674365400
353,krasnoselkup,65.7,82.4667,-18.92,96,100,9.85,RU,1674365400
354,oksfjord,70.2396,22.3479,7.1,91,100,6.56,NO,1674365400
355,manaure,11.7751,-72.4445,24.98,77,0,8.6,CO,1674365401
356,karasjok,69.4719,25.5112,-3.51,89,100,4.69,NO,1674365401
357,mildura,-34.2,142.15,30.6,39,42,6.49,AU,1674365401
358,saint joseph,39.7686,-94.8466,0.14,97,100,2.06,US,1674365400
359,wylie,33.0151,-96.5389,9.29,90,40,3.6,US,1674365229
360,custodia,-8.0875,-37.6431,22.31,76,55,3.93,BR,1674365367
361,kiunga,-6.1219,141.2906,31.21,61,99,1.33,PG,1674365403
362,taltal,-25.4,-70.4833,18.95,79,14,0.64,CL,1674365403
363,kang,-23.6752,22.7876,25.55,39,1,5.15,BW,1674365403
364,nenjiang,49.1833,125.2167,-29.1,81,20,1.94,CN,1674365404
365,favara,37.3175,13.6623,4.31,87,100,1.7,IT,1674365404
366,ca mau,9.1769,105.15,29.76,57,100,3.58,VN,1674365404
367,esmeralda,21.8525,-78.1169,20.41,91,44,2.07,CU,1674365405
368,aguimes,27.9054,-15.4461,15.35,88,75,6.69,ES,1674365405
369,seoul,37.5683,126.9778,1.78,54,100,2.57,KR,1674365311
370,villa carlos paz,-31.4241,-64.4978,21.88,50,0,0.89,AR,1674365406
371,svetlaya,46.5389,138.3297,-13.16,44,49,3.74,RU,1674365406
372,chernyshevskiy,63.0128,112.4714,-37.26,97,99,1.57,RU,1674365407
373,ilulissat,69.2167,-51.1,-24.99,53,40,7.2,GL,1674364841
374,villazon,-22.0866,-65.5942,11.21,65,100,1.25,BO,1674365407
375,quthing,-30.4,27.7003,22.24,51,94,0.98,LS,1674365408
376,kommunisticheskiy,61.6789,64.4819,-4.71,91,100,3.37,RU,1674365408
377,kondinskoye,59.6481,67.41,-5.71,93,100,4.51,RU,1674365408
378,swellendam,-34.0226,20.4417,21.42,66,4,0.85,ZA,1674365409
379,mchinji,-13.7984,32.8802,17.04,98,100,1.38,MW,1674365409
380,kpandu,6.9954,0.2931,24.13,86,33,2.26,GH,1674365410
381,ewo,-0.8725,14.8206,23.87,81,98,1.48,CG,1674365410
382,cognac,45.5,-0.25,-0.46,86,100,4.12,FR,1674365411
383,belyy yar,53.6039,91.3903,-32.06,87,22,0.0,RU,1674364858
384,collie,-33.3667,116.15,37.25,15,6,6.49,AU,1674365411
385,guaraniacu,-25.1008,-52.8781,17.81,92,16,0.1,BR,1674365411
386,sabirabad,40.0095,48.4752,6.0,70,35,2.27,AZ,1674365412
387,nishihara,26.1842,127.7558,23.6,64,100,9.77,JP,1674364929
388,barcelos,41.5388,-8.6151,8.8,84,5,2.66,PT,1674364937
389,bahia honda,22.9036,-83.1592,21.03,89,79,2.66,CU,1674365412
390,padang,-0.9492,100.3543,29.03,76,100,2.54,ID,1674365413
391,matadi,-5.8167,13.45,23.99,96,100,0.17,CD,1674365413
392,ibaiti,-23.8486,-50.1878,17.46,96,78,0.6,BR,1674365414
393,robertsport,6.7533,-11.3686,25.29,87,92,3.64,LR,1674365414
394,mazarron,37.5992,-1.3149,6.91,42,0,9.29,ES,1674365414
395,la plata,-34.9215,-57.9545,23.35,56,9,2.77,AR,1674365401
396,luderitz,-26.6481,15.1594,18.27,74,9,7.45,NA,1674364842
397,touros,-5.1989,-35.4608,25.64,82,9,4.21,BR,1674364890
398,dabou,5.3256,-4.3769,25.54,89,84,3.3,CI,1674365416
399,novominskaya,46.3163,38.9586,1.88,81,100,5.21,RU,1674365416
400,emerald,-23.5333,148.1667,29.63,55,19,2.36,AU,1674365416
401,popondetta,-8.7537,148.2534,27.79,74,100,1.84,PG,1674365417
402,acapulco,16.8634,-99.8901,23.9,88,0,2.06,MX,1674364943
403,don benito,38.9563,-5.8616,5.53,50,100,3.99,ES,1674365417
404,vozhega,60.4725,40.2213,-9.56,97,77,2.22,RU,1674365417
405,beloye,48.4952,39.0505,-1.74,81,100,4.98,UA,1674365418
406,limin khersonisou,35.3162,25.3928,12.05,71,20,7.2,GR,1674365418
407,barreirinhas,-2.7469,-42.8264,23.85,91,28,2.08,BR,1674365419
408,tessalit,20.1986,1.0114,16.81,17,0,3.3,ML,1674365419
409,erdenet,49.0333,104.0833,-27.72,80,100,1.14,MN,1674365420
410,surman,32.7567,12.5716,10.02,53,16,2.92,LY,1674365420
411,north bend,43.4065,-124.2243,6.59,99,100,3.6,US,1674365421
412,buala,-8.145,159.5921,29.53,67,93,1.99,SB,1674365421
413,upernavik,72.7868,-56.1549,-32.99,76,57,3.45,GL,1674365421
414,mananara,-16.1667,49.7667,24.97,84,100,1.59,MG,1674365422
415,matamoros,25.5333,-103.25,13.95,26,0,3.19,MX,1674365235
416,kalevala,65.2,31.1667,-12.77,98,94,2.25,RU,1674365278
417,rio grande,-32.035,-52.0986,22.75,90,93,4.42,BR,1674364796
418,saint-georges,12.0564,-61.7485,25.82,73,20,10.8,GD,1674365422
419,praia da vitoria,38.7333,-27.0667,15.42,77,75,5.78,PT,1674365423
420,caravelas,-17.7125,-39.2481,23.47,94,100,3.62,BR,1674364875
421,daru,-9.0763,143.2092,29.63,69,90,3.48,PG,1674364887
422,villeneuve-sur-lot,44.5,0.6667,-1.97,94,8,3.46,FR,1674365423
423,tenosique,17.4833,-91.4333,20.78,85,4,3.01,MX,1674365424
424,pelym,61.0108,61.9978,-4.0,90,100,2.65,RU,1674365424
425,moerai,-22.4333,-151.3333,25.02,79,100,7.17,PF,1674364837
426,buraydah,26.326,43.975,14.25,46,75,2.94,SA,1674365425
427,puerto quijarro,-17.7833,-57.7667,23.96,81,2,1.44,BO,1674365425
428,hirara,24.8,125.2833,23.15,68,75,8.23,JP,1674365425
429,cayenne,4.9333,-52.3333,24.02,100,75,0.0,GF,1674365426
430,kondoa,-4.9,35.7833,20.56,66,100,0.63,TZ,1674365427
431,narrabri,-30.3167,149.7833,24.73,67,98,3.58,AU,1674365427
432,marawi,7.9986,124.2928,20.18,95,100,1.68,PH,1674365427
433,soc trang,9.6033,105.98,30.7,54,100,4.07,VN,1674365428
434,padampur,29.6833,73.6167,17.75,38,86,3.14,IN,1674365428
435,casper,42.8666,-106.3131,-3.67,63,100,6.69,US,1674365412
436,saint-joseph,-21.3667,55.6167,28.21,79,96,1.43,RE,1674365429
437,biak,-0.9131,122.8766,28.24,66,100,0.7,ID,1674365429
438,garissa,-0.4536,39.6401,28.07,63,100,4.39,KE,1674365429
439,saint-augustin,51.226,-58.6502,-11.7,82,100,2.88,CA,1674365430
440,dingle,10.9995,122.6711,27.38,77,83,6.24,PH,1674365430
441,havre-saint-pierre,50.2334,-63.5986,-7.0,67,0,2.06,CA,1674365430
442,mogadishu,2.0371,45.3438,26.93,78,0,7.72,SO,1674365431
443,maceio,-9.6658,-35.7353,22.69,94,20,2.57,BR,1674365431
444,massakory,12.996,15.7293,20.17,19,44,3.93,TD,1674365431
445,mirabad,30.4362,61.8383,6.18,44,0,8.58,AF,1674365432
446,oranjestad,12.524,-70.027,25.51,83,0,1.79,AW,1674365432
447,tutoia,-2.7619,-42.2744,24.93,84,12,3.84,BR,1674365432
448,yamada,39.4667,141.95,2.14,40,66,3.78,JP,1674365433
449,kodinsk,58.6881,99.1844,-32.3,90,50,1.34,RU,1674365433
450,arak,34.0917,49.6892,-10.58,100,4,2.06,IR,1674365433
451,sovetskiy,61.3614,63.5842,-4.49,89,100,3.57,RU,1674365434
452,bukit mertajam,5.363,100.4667,30.86,74,40,1.03,MY,1674365434
453,galle,6.0367,80.217,24.45,82,100,2.24,LK,1674365434
454,yulara,-25.2406,130.9889,35.68,16,0,0.62,AU,1674365435
455,apollonia,36.9716,24.7231,12.77,67,54,6.16,GR,1674365435
456,vao,-22.6667,167.4833,25.38,92,92,11.91,NC,1674364925
457,tamandare,-8.7597,-35.1047,24.91,79,12,2.43,BR,1674365156
458,la rioja,42.25,-2.5,-3.12,96,37,2.1,ES,1674365436
459,dzerzhinskoye,56.8344,95.2283,-30.52,81,30,2.58,RU,1674365436
460,hay river,60.8156,-115.7999,-7.01,86,75,4.63,CA,1674365436
461,turochak,52.2576,87.1224,-21.57,88,63,1.5,RU,1674365437
462,mackenzie,55.2999,-123.1698,0.12,64,100,2.57,CA,1674365414
463,tangjiazhuang,39.7333,118.45,1.74,24,66,2.28,CN,1674365437
464,araouane,18.9048,-3.5265,16.89,17,0,5.05,ML,1674364872
465,amapa,1.0,-52.0,21.28,100,96,0.53,BR,1674365438
466,rovaniemi,66.5,25.7167,-1.33,93,100,8.23,FI,1674365438
467,pokhara,28.2333,83.9833,20.95,21,0,2.47,NP,1674365162
468,vredendal,-31.6683,18.5012,17.64,83,2,0.62,ZA,1674364864
469,kutum,14.2,24.6667,16.29,21,1,2.34,SD,1674365438
470,cabanas,22.9758,-82.9219,21.01,91,71,2.8,CU,1674365439
471,diamantino,-14.4086,-56.4461,21.57,96,77,1.94,BR,1674365439
472,fairbanks,64.8378,-147.7164,-17.81,71,100,4.12,US,1674365384
473,trebisov,48.6286,21.7195,2.77,90,36,4.99,SK,1674365440
474,san cristobal,7.7669,-72.225,18.1,71,85,0.63,VE,1674364873
475,pudozh,61.8099,36.5345,-7.19,93,100,1.65,RU,1674365440
476,general higinio morinigo,-25.95,-55.9167,22.49,73,59,1.95,PY,1674365440
477,porto santo,33.072,-16.3415,16.21,72,40,6.69,PT,1674365441
478,roma,43.2128,-75.4557,-0.35,84,100,0.0,US,1674365232
479,haines junction,60.7522,-137.5108,-9.8,97,99,1.13,CA,1674365441
480,mabaruma,8.2,-59.7833,21.68,99,100,1.06,GY,1674364960
481,fortuna,40.5982,-124.1573,9.81,91,100,0.0,US,1674364910
482,filingue,14.3521,3.3168,20.88,20,39,3.43,NE,1674365442
483,vagur,61.4732,-6.8119,8.21,85,100,12.77,FO,1674365442
484,dzhebariki-khaya,62.2167,135.8,-47.32,99,99,0.82,RU,1674365443
485,bath,51.3779,-2.3591,-0.01,96,45,2.2,GB,1674365356
486,eirunepe,-6.6603,-69.8736,21.36,99,92,0.85,BR,1674365398
487,abu samrah,35.3029,37.1841,9.14,69,1,1.48,SY,1674365443
488,christchurch,-43.5333,172.6333,23.28,37,14,5.66,NZ,1674365351
489,atar,20.5169,-13.0499,16.95,23,16,4.47,MR,1674364896
490,escuinapa,22.85,-105.8,16.42,83,0,1.29,MX,1674365444
491,roebourne,-20.7833,117.1333,32.43,48,46,5.74,AU,1674365444
492,sungaipenuh,-2.0833,101.3833,24.04,73,100,1.14,ID,1674364948
493,te anau,-45.4167,167.7167,16.42,57,69,1.93,NZ,1674364852
494,male,4.1748,73.5089,29.97,66,75,6.17,MV,1674365444
495,adana,36.985,35.2881,9.01,66,0,1.54,TR,1674365374
496,camopi,3.1655,-52.3158,21.41,100,99,0.87,GF,1674365445
497,akranes,64.3218,-22.0749,-0.97,65,100,16.61,IS,1674365445
498,lasa,46.6166,10.7002,-8.9,88,93,1.89,IT,1674365445
499,takoradi,4.8845,-1.7554,25.83,85,50,2.38,GH,1674364859
500,lekoni,-1.5843,14.2591,23.03,80,98,1.66,GA,1674365446
501,chara,56.9064,118.2631,-34.8,95,100,0.92,RU,1674364850
502,healdsburg,38.6105,-122.8692,8.28,82,0,0.0,US,1674365446
503,sechura,-5.5569,-80.8222,22.44,73,39,3.27,PE,1674365447
504,oktyabrskiy,54.4815,53.471,-12.12,83,100,2.95,RU,1674365447
505,cermik,38.1361,39.4493,7.64,52,0,0.93,TR,1674365447
506,chifeng,42.2683,118.9636,-12.08,47,100,5.44,CN,1674365448
507,vila,42.0304,-8.1588,2.06,90,25,2.18,PT,1674364889
508,palu,-0.8917,119.8707,29.45,73,77,2.25,ID,1674365448
509,maningrida,-12.0667,134.2667,31.8,58,93,2.53,AU,1674365448
510,uchaly,54.2996,59.4521,-10.2,83,61,2.38,RU,1674365449
511,bilma,18.6853,12.9164,16.26,17,0,2.83,NE,1674364905
512,qaqortoq,60.7167,-46.0333,-16.76,62,15,5.37,GL,1674365449
513,beloha,-25.1667,45.05,27.23,68,5,6.73,MG,1674364898
514,cururupu,-1.8283,-44.8683,22.91,97,54,1.21,BR,1674365450
515,xining,36.6167,101.7667,-4.54,24,5,1.05,CN,1674364876
516,itoman,26.1247,127.6694,24.01,64,75,9.77,JP,1674364854
517,san pedro de ycuamandiyu,-24.0917,-57.0764,27.63,59,22,1.88,PY,1674365450
518,kropotkin,45.4375,40.5756,3.25,76,100,5.18,RU,1674365450
519,bataipora,-22.2953,-53.2711,21.73,89,28,2.09,BR,1674365451
520,mezen,65.8522,44.24,-2.11,89,89,3.39,RU,1674365451
521,yelizovo,53.1873,158.3805,-17.92,50,0,3.0,RU,1674365452
522,bafoulabe,13.8065,-10.8321,22.57,23,32,0.55,ML,1674365452
523,rocha,-34.4833,-54.3333,20.75,69,21,3.37,UY,1674364884
524,kardailovo,51.5386,53.9042,-15.71,84,14,2.37,RU,1674365453
525,coihaique,-45.5752,-72.0662,12.97,82,0,2.06,CL,1674365453
526,helong,42.5397,128.9972,-6.75,90,100,1.55,CN,1674365453
527,grand-santi,4.25,-54.3833,21.26,100,96,0.96,GF,1674365454
528,voh,-20.9667,164.7,28.43,79,100,4.47,NC,1674365223
529,mae sai,20.4335,99.8762,29.61,24,10,1.44,TH,1674365454
530,narsaq,60.9167,-46.05,-17.88,65,35,5.3,GL,1674364938
531,sabang,5.8933,95.3214,26.92,77,66,7.33,ID,1674365455
532,ngunguru,-35.6167,174.5,20.88,76,32,1.13,NZ,1674365455
533,mirandopolis,-21.1336,-51.1017,20.79,94,63,2.38,BR,1674365455
534,ossora,59.2353,163.0719,-22.44,95,100,6.57,RU,1674365456
535,esso,55.9333,158.7,-27.74,91,3,2.24,RU,1674365456
536,ville-marie,47.3335,-79.433,-7.05,97,100,2.24,CA,1674364915
537,lund,55.7058,13.1932,-0.85,89,12,4.4,SE,1674365456
538,kawalu,-7.3817,108.2082,28.14,73,80,2.23,ID,1674365457
539,merauke,-8.4667,140.3333,28.35,80,75,4.49,ID,1674365457
540,nome,64.5011,-165.4064,-30.96,76,0,0.0,US,1674364914
541,salalah,17.0151,54.0924,24.05,50,0,2.06,OM,1674365329
542,nabire,-3.3667,135.4833,29.34,67,80,2.97,ID,1674365458
543,yuncheng,35.0231,110.9928,4.73,33,100,1.25,CN,1674365458
544,abha,18.2164,42.5053,11.9,82,75,0.0,SA,1674365458
545,kasur,31.1156,74.4467,13.06,32,18,2.5,PK,1674365459
546,lisakovsk,52.5369,62.4936,-9.18,83,13,3.02,KZ,1674365459
547,nouadhibou,20.931,-17.0347,17.48,51,45,7.92,MR,1674365459
548,laibin,23.7,109.2667,14.54,83,100,2.9,CN,1674365460
549,hambantota,6.1241,81.1185,27.19,83,40,7.2,LK,1674365460
550,mtwara,-10.2667,40.1833,23.63,94,75,5.14,TZ,1674365460
551,mutsu,41.2894,141.2169,-1.15,66,95,7.67,JP,1674365461
552,niamey,13.5137,2.1098,20.16,28,0,2.06,NE,1674365388
553,milkovo,54.7167,158.6167,-30.73,98,74,1.05,RU,1674365461
